High,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,4,4,7,7,7,7,7,7,7,7,7, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,7,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Medium, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,2, , , ,2,2,2,2,2,2, , ,2,2,2,2,2,2, , ,2,2,2,2,2,2, , ,2,2,2,2,2,2, , ,2,2,2,2,2,2, , ,2,2,2,2,2,2, , ,2,2,2,2,2,2, , ,2,2,2,2,2,2, , ,2,2,2,2,2,2, , ,2,2,2,2,2,2, , ,2,2,2,2,2,2, , ,2,2,2,2,2,2, , ,2,2,2,2,2,2, , ,2,2,2,2,2,2, , ,2,2,2,2,2,2, , ,2,2,2,2,2,2, , ,2,2,2,2,2,2, , , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , , , ,5,5,5,5,5,5, , , , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , , , ,5,5,5,5,5,5, , , , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , , , ,5,5,5,5,5,5, , , , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , , , ,5,5,5,5,5,5, , , , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , , , ,5,5,5,5,5,5, , , , , , , , , , , , , ,8,8,8,8,8,8, , , , , , , , , , , , , ,2,2,2,2,2,2, , , , , , , , , , , , , ,5,5,5,5,5,5, , , , , , , , , , , , , ,8,8,8,8,8,8, , , , , , , , , , , , , ,2,2,5,5,5,5, , , , , , , , , , , , , ,8,8,8,8,8,8, , , , , , , , , , , , , ,5,5,5,5,5,5, , , , , , , , , , , , , ,8,8,8,8,8,8, , , , , , , , , , , , , ,5,5,5,5,5,5, , , , , , , , , , , , , ,8,8,8,8,8,8, , , , , , , , , , , , , ,5,5,5,5,5,5, , , , , , , , , , , , , ,8,8,8,8,8,8, , , , , , , , , , , , , ,5,5,5,5,5,5, , , , , , , , , , , , , ,8,8,8,8,8,8, , , , , , , , , , , , , ,5,5,5,5,5,5, , , , , , , , , , , , , ,8,8,8,8,8,8, , , , , , , , , , , , , ,5,5,5,5,5,5, , , , , , , , , , , , , ,8,8,8,8,8,8, , , , , , , , , , , , , ,5,5,5,5,5,5, , , , , , , , , , , , , ,8,8,8,8,8,8, , , , , , , , , , , , , ,5,5,5,5,5,5, , , , , , , , , , , , , ,8,8,8,8,8,8, , , , , , , , , , , , , ,5,5,5,5,5,5, , , , , , , , , , , , , ,8,8,8,8,8,8, , , , , , , , , , , , , ,5,5,5,5,5,5, , , , , , , , , , , , , ,8,8,8,8,8,8, , , , , , , , , , , , , ,5,5,5,5,5,5, , , , , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,5,5, , ,8,8,8,8,8,8, , ,5,5,5,5,8,8, , ,8,8,8,8,8,8, , ,8,8,8,8,8,8, , ,8,8,8,8,8,8, , ,8,8,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Low, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3, , , , , , , ,3,3, , , , , , ,3,3, , , , , , ,3,3, , , , , , ,3,3, , , , , , ,3,3, , , , , , ,3,3, , , , , , ,3,3, , , , , , ,3,3, , , , , , ,3,3, , , , , , ,3,3, , , , , , ,3,3, , , , , , ,3,3, , , , , , ,3,3, , , , , , ,3,3, , , , , , ,3,3, , , , , , ,3,3, , , , , , ,3,3, , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,6,6, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,6,6, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,6,6, , , , , , , , , , , , , , , , , ,9,9, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,6,6, , , , , , , , , , , , , , , , , ,9,9, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,6,6, , , , , , , , , , , , , , , , , ,9,9, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,6,6, , , , , , , , , , , , , , , , , ,9,9, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,6,6, , , , , , , , , , , , , , , , , ,9,9, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,6,6, , , , , , , , , , , , , , , , , ,9,9, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,6,6, , , , , , , , , , , , , , , , , ,9,9, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,6,6, , , , , , , , , , , , , , , , , ,9,9, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , , , , ,6,6, , , , , , , , , , , , , , , , , ,9,9, , , , , , , , , , , , , , , , , ,3,3, , , , , , , , , ,6,6, , , , , , ,9,9, , , , , , ,3,3, , , , , , ,6,6, , , , , , ,9,9, , , , , , ,3,3, , , , , , ,6,6, , , , , , ,9,9, , , , , , ,3,3, , , , , , ,6,6, , , , , , ,9,9, , , , , , ,3,3, , , , , , ,6,6, , , , , , ,9,9, , , , , , ,3,3, , , , , , ,6,6, , , , , , ,9,9, , , , , , ,3,3, , , , , , ,6,6, , , , , , ,9,9, , , , , , ,3,3, , , , , , ,6,6, , , , , , ,9,9, , , , , , ,3,3, , , , , , ,6,6, , , , , , ,9,9, , , , , , ,3,3, , , , , , ,6,6, , , , , , ,9,9, , , , , , ,3,3, , , , , , ,6,6, , , , , , ,9,9, , , , , , ,3,3, , , , , , ,6,6, , , , , , ,9,9, , , , , , ,3,3, , , , , , ,6,6, , , , , , ,9,9, , , , , , ,3,3, , , , , , ,6,6, , , , , , ,9,9, , , , , , ,3,3, , , , , , ,6,6, , , , , , ,9,9, , , , , , ,3,3, , , , , , ,6,6, , , , , , ,9,9, , , , , , ,3,3, , , , , , ,6,6, , , , , , ,9,9, , , , , , ,3,3, , , , , , ,6,6, , , , , , ,9,9, , , , , , ,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,3,3,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,6,6,9,9,9,9,9,9,
